Reaction ID,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details)
9082607,21,105,full reaction; has preparation; has multi-step,3-Chlorobenzaldehyde,3-chlorobenzamide,290201,ClC1=CC(C=O)=CC=C1>>NC(=O)C1=CC(Cl)=CC=C1,Preparation,,General procedure for the synthesis of compounds (2a-v),"General procedure: To a mixture of catalyst (20 mg, 3.68 mol %), amine hydrochloride salt (2 mmol) and Na2CO3 (212 mg, 2 mmol) in acetonitrile (1 mL) was added aldehyde (1 mmol) and TBHP (1.5 equiv) under an argon atmosphere at room temperature. The reaction vessel was capped and stirred at 60 C for 6 h. The progress of the reaction was monitored by thin-layer chromatography. After completion, the reaction mixture was allowed to cool to room temperature, then diluted with ethyl acetate and the catalyst separated from the reaction mixture by filtration. The combined organic layers were concentrated under vacuum and the resulting residue was purified by column chromatography.",1,,,,,6,60,,,Inert atmosphere,,,,,Experimental part,supporting information,,3-chlorobenzamide,60 percent,60,,,tert.-butylhydroperoxide; copper on carbon; sodium carbonate; ammonium chloride,,acetonitrile
9082607,21,105,full reaction; has preparation; has multi-step,3-Chlorobenzaldehyde,3-chlorobenzamide,290201,ClC1=CC(C=O)=CC=C1>>NC(=O)C1=CC(Cl)=CC=C1,Preparation,,,,1,,,,,6,20 - 60,,,Inert atmosphere; Green chemistry,,,,,Experimental part,,,3-chlorobenzamide,50 percent,50,,,tert.-butylhydroperoxide; sodium carbonate; ammonium chloride,,acetonitrile
9082607,21,105,full reaction; has preparation; has multi-step,3-Chlorobenzaldehyde,3-chlorobenzamide,290201,ClC1=CC(C=O)=CC=C1>>NC(=O)C1=CC(Cl)=CC=C1,Preparation,,,,1,,,,,22,70,,,,,,,,Scheme or table,,,3-chlorobenzamide,45 percent,45,,,tert.-butylhydroperoxide; tetraethylammonium iodide; ammonium bicarbonate,,"1,2-dichloro-ethane"
9082607,21,105,full reaction; has preparation; has multi-step,3-Chlorobenzaldehyde,3-chlorobenzamide,290201,ClC1=CC(C=O)=CC=C1>>NC(=O)C1=CC(Cl)=CC=C1,Preparation,,,,1,,,,,,,,,Reflux,,,,,Experimental part,,,3-chlorobenzamide,84 percent,,,,hydroxylamine hydrochloride; sodium carbonate,,water
9082607,21,105,full reaction; has preparation; has multi-step,3-Chlorobenzaldehyde,3-chlorobenzamide,290201,ClC1=CC(C=O)=CC=C1>>NC(=O)C1=CC(Cl)=CC=C1,Preparation,,General procedure fortheamidation,"General procedure: An oven-dried RBF was charged with benzaldehyde (1a, 4.71 mmol, 1 equiv.),copper acetate (4.71 mmol, 1 equiv.), ammonium acetate (9.42 mmol, 2 equiv.)and iodine (2.35 mmol, 0.5 equiv.) in DMF as solvent. After that reaction mixturewas placed in a preheated oil bath at 120C for 24 h. The reaction was monitored by using TLC. After completion of the reaction workup was done with ethylacetate, washed with cold water to remove DMF, and dried with anh. sodium sulphate, evaporated under a vacuum. The residue was purified by column chromatography with a solvent system (7:3, n-Hexane: ethyl acetate) to give amidatedproducts.",1,,,,,,120,,,,,,,,Experimental part,,,3-chlorobenzamide,68 percent,,,,ammonium acetate; iodine; copper diacetate,,"N,N-dimethyl-formamide"
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,,,1,,,2.0,,10,100,,,,,,,,Experimental part,,,4-cyanobenzamide,98 percent,98,,4-cyanobenzaldehyde,hydroxylamine hydrochloride; sodium hydrogencarbonate,,water; water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,,,1,,,,,48,80,,,,,,,,Experimental part,,,4-cyanobenzamide,96 percent,96,,,hydroxylamine hydrochloride; sodium carbonate,,water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,,,1,,,,,22,80,,,Green chemistry,,,,,Experimental part,,,4-cyanobenzamide,95 percent,95,,,hydroxylamine hydrochloride; sodium carbonate,,water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,2.5. General procedure for the synthesis of amide bond,"General procedure: The mixture of benzaldehyde (1 mmol), NH2OHHCl (1.2 mmol),K2CO3 (1.1 mmol), DI-H2O (2 mL) were added to 10 mol % ofCuONRs/g-C3N4-NS catalyst in a Schlenk tube. Then, the reactionmixture was stirred at 80 C for 20 h. After completing the reaction,the catalyst was separated by centrifugation and organic phasepurified by column chromatography on silica to obtain the amideproduct 3. Finally, all primary amides were identified by 1H and13C NMR spectroscopy",1,,,,,20,80,,,Schlenk technique,,,,,Experimental part,,,4-cyanobenzamide,94 percent,94,,,hydroxylamine hydrochloride; potassium carbonate,,water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,,,1,,,,,0.0833333,0 - 250,150015,,,,,,,Experimental part,,,4-cyanobenzamide,78 percent,78,,,hydroxylamine hydrochloride; caesium carbonate,,tetrahydrofuran; water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,General experimental procedure for the synthesis of substituted benzamide derivatives:,"General procedure: To a stirred solution of acetonitrile (10 mL), aldehyde (1.0 mmol) and bioglycerol-based carbon catalyst (10 wt %) were added and stirred for 10 min. To this NH2OH¡¤HCl (1.0 mmol) followed by Cs2CO3 (1.0 mmol) were added, after which the reaction mixture was heated at 60-65 C until completion of the reaction as indicated by TLC. The reaction mixture was cooled to room temperature and catalyst was filtered, the solvent was removed by rotary evaporator. The crude residue was extracted with ethyl acetate (3 ¡Á 10 mL). The combined organic layers were extracted with water, saturated brine solution, and dried over anhydrous Na2SO4. The organic layers were evaporated under reduced pressure and the resulting crude product was purified by column chromatography using ethyl acetate and hexane (2:8) as eluents to give the corresponding substituted benzamide derivative in (71-78%) yield. The identity and purity of the product were confirmed by 1H, 13C NMR, and mass spectra.",1,,,,,,60 - 65,,,,,,,,,supporting information; experimental part,,4-cyanobenzamide,77 percent,77,,,hydroxylamine hydrochloride; caesium carbonate,,acetonitrile
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,,,1,,,,,0.666667,50,,,Inert atmosphere; Green chemistry,,,,,Experimental part,,,4-cyanobenzamide,76 percent,76,,,tert.-butylhydroperoxide; sodium carbonate; ammonium chloride,,acetonitrile
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,4.2. General procedure for the synthesis of amides,"General procedure: To a solution of copper(II) acetate (0.04 mmol) in water (1 mL) were added the corresponding aldehyde (3, 2 mmol) and the hydroxylamine (4, 2 mmol). After 2 days stirring at 110 C the mixture was quenched with a saturated solution of ammonium chloride (10 mL), or added ether (2 mL) for the recycling process. The mixture was extracted with AcOEt (3¡Á10 mL) and washed with brine (10 mL), after drying with anhydrous MgSO4, the organic layer was filtered on Celite and the solvents were removed under low pressure (15-18 Torr). The product was purified recrystallization from chloroform/hexane mixtures to give the corresponding product 2. Amides 2a,262b,272c, 272d,172e,282f,292g,272h,172j,302k,172l30 and 2m17 are commercially available and were characterized by comparison of their physical and spectroscopic data with those of pure examples. Yields are included in Table 4 (Fig. 1 for recycling processes). Physical and spectroscopic data, as well as literature data for known compounds, follow.",1,,,,,48,110,,,,,,,,,experimental part,,4-cyanobenzamide,69 percent,69,,,hydroxylamine; copper diacetate,,water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,2.4. General procedure for the synthesis of amides from aldehydes,"General procedure: Aldehyde (1 mmol), hydroxylamine (1 mmol), polymer supported-Cu (II) catalyst (30 mg-10 mg) and solvent (2 m/L) were added in a 10 mL round bottom flask and the reaction mixture was stirred at 110 C. The progress of the reaction was by TLC. The crude product obtained was purified by column chromatography with ethyl acetate:hexane as 1:5 eluent system.",1,,,,,12,110,,,,,,,,Experimental part,,,4-cyanobenzamide,68 percent,68,,,hydroxylamine,,water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,2.4. General procedure for the synthesis of amides from aldehydes,"General procedure: Aldehyde (1 mmol), hydroxyl amine (1 mmol), polymer supported-Cu (II) catalyst (30 mg-10 mg) and solvent (2 m/L) were added in a 10 mL round bottom flask and the reaction mixture was stirred at110 C. The progress of the reaction was by TLC. The crude product obtained was purified by column chromatography with ethyl acetate:hexane as 1:5 eluent system.",1,,,,,12,110,,,,,,,,Experimental part,,,4-cyanobenzamide,68 percent,68,,,hydroxylamine,,water
33254017,14,105,full reaction; has preparation; has multi-step,4-cyanobenzaldehyde,4-cyanobenzamide,290201,O=CC1=CC=C(C=C1)C#N>>NC(=O)C1=CC=C(C=C1)C#N,Preparation,,,,1,,,,,4,80,,,Inert atmosphere,,,,,Experimental part,,,4-cyanobenzamide,52 percent,52,,,copper(I) oxide; potassium carbonate; ammonium chloride,,water; acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,3. General procedures for the synthesis of amides 2a-2k,"General procedure: To a solution of the oxime substrates 1a-1k (0.2 mmol) in CH3CN (0.2 mL) were added a mixture of Sm(OTf)3 (1.2 mg, 0.002 mmol) and NFSI (9.5 mg, 0.03 mmol). Then the solution was heated to 100 C under the microwave irradiation for 10 min. The solvent was removed in vacuo to afford a residue, which was purified by a flash column chromatography on silica gel to afford the products 2a-2k.",1,,,,,0.166667,100,,,Sealed tube; Microwave irradiation,Beckmann Rearrangement,,,,Experimental part,supporting information,,4-methoxy-N-(4-methoxyphenyl)benzamide,99 percent,99,,,N-Fluorobenzenesulfonimide; samarium(III) trifluoromethanesulfonate,,acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,3. General procedure for o-phthalic anhydride/Zn(OTf)2 co-catalyzed Beckmann rearrangement,"General procedure: Oxime 1 (1.0 mmol, 1.0 equiv), Zn(OTf)2 (73.7 mg, 0.2 mmol, 0.2 equiv) and o-phthalic anhydride (15.0 mg, 0.1 mmol, 0.1 equiv) were dissolved in 1.0 mL CH3CN at rt under nitrogen atomesphere and stirred until the complete consumption of the oxime monitored by TLC analysis. The mixture was evaporated and the residue was purified on flash column chromatography with petroleum ether/ethyl acetate (5:1~2:1) as eluent to afford the desired amide 2.",1,,,,,0.333333,20,,,Inert atmosphere,Beckmann Rearrangement,,,,Experimental part,supporting information,,4-methoxy-N-(4-methoxyphenyl)benzamide,99 percent,99,,,phthalic anhydride; zinc trifluoromethanesulfonate,,acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,0.166667,80,,,Inert atmosphere,Beckmann Rearrangement,,,,Experimental part,,,4-methoxy-N-(4-methoxyphenyl)benzamide,96 percent,96,,,chlorotropylium chloride,,acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,0.166667,80,,,Inert atmosphere; Schlenk technique,Beckmann Rearrangement,,,,Experimental part,,,4-methoxy-N-(4-methoxyphenyl)benzamide,94 percent,94,,,"2,2-dichloro-1,3-dicyclohexylimidazolidine-4,5-dione",,acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,0.0833333,,,,Heating,,,,,,,,4-methoxy-N-(4-methoxyphenyl)benzamide,93 percent,93,,,FeCl3-montmorillonite,,toluene
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,3.3. 1.1. General Procedures for the Synthesis of Amides 3a-3o,"General procedure: To a solution of the oxime substrates 2a-2o (9.50 mmol) in (HMIm)HSO4 (2.05 g, 11.4 mmol), the co-catalyst P2O5 (0.15 g, 1.0 mmol) was added. Then the solution was heated to 90 C and the reaction was monitored by TLC. After completion of the reaction, the mixture was extracted with ethyl acetate (50 mL) twice, and the combined organic phase was washed with the aqueous solution of sodium bicarbonate and brine, dried over anhydrous Na2SO4 and concentrated in vacuo to afford a residue, which was purifi ed by column (ethylacetate: petroleum ether = 1:4) to afford the products 3a-3o. 3a [22]: White solid, Yield: 91%. m.p.: 127.0-128.0 C; 1H-NMR (600 MHz, DMSO-d6) ¦Ä 9.80 (brs, 1H), 7.51-7.46 (m, 2H), 7.20 (d, J = 7.9 Hz, 1H), 6.89-6.84 (m, 2H), 3.71 (s, 3H), 2.01 (s, 3H); 13C-NMR (150 MHz, DMSO-d6) ¦Ä 168.2, 155.5, 133.0, 121.0, 114.2, 55.6, 24.3; HRMS(+): calcd. for C9H11NO2 [M + H]+ 166.0863, found 166.0859; calcd. for C9H11NO2Na [M + Na]+ 188.0682, found 188.0682.",1,,,,,6,90,,,Inert atmosphere,Beckmann Rearrangement,,,,Experimental part,,,4-methoxy-N-(4-methoxyphenyl)benzamide,90 percent,90,,,1-methylimidazole hydrogen sulfate; phosphorus pentoxide,,neat (no solvent)
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,12,80,,,Inert atmosphere,Beckmann Rearrangement,,,,Experimental part,,,4-methoxy-N-(4-methoxyphenyl)benzamide,90 percent,90,,,HgCl2(1- isopropyl-1H-perimidin2(3H)-thione)2,,acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,2.0,,0.0833333,20,,,,,,,,Experimental part,,,4-methoxy-N-(4-methoxyphenyl)benzamide,84 percent,84,,"4,4'-dimethoxybenzophenone oxime",chloro-trimethyl-silane; sodium iodide; water,,acetonitrile; acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,5,,,,Reflux,Beckmann rearrangement,,,,,supporting information; experimental part,,4-methoxy-N-(4-methoxyphenyl)benzamide,82 percent,82,,,mesoporous silica chloride (SBA-Cl),,toluene
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,0.166667,,,,,Beckmann Rearrangement,,,,Experimental part,,,4-methoxy-N-(4-methoxyphenyl)benzamide,81.1 percent,81.1,,,p-toluenesulfonyl chloride; zinc(II) chloride,,methanol; acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,0.0666667,150,,,Microwave irradiation; Neat (no solvent),Beckmann rearrangement,,,,,experimental part,,4-methoxy-N-(4-methoxyphenyl)benzamide,70 percent,70,,,Montmorillonite K10,,
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,1.3 Synthesis of amides by rearrangement of ketoximes,"General procedure: In a general procedure, 20 mL of glass vial was charged with 156 mg of DMSO (2 mmol) and 368 mg of TCT (2 mmol). The reagents were dissolved in 6 mL of MeCN (AR, >99%) and stirred at ice-base for 10 min. Ketoxime (2 mmol) in 2 mL of MeCN was added in. The reaction was monitored by TLC until the one substrate consumed. Volatiles were removed under vacuum. The residues were re-dissolved in ethyl acetate and extracted firstly by saturated aqueous sodium carbonate, then dilute hydrochloride (1 N) and finally saturated aqueous sodium chloride. The pure product was obtained by silica-filled flash column chromatography.",1,,,,,6,0,,,,Beckmann Rearrangement,,,,Experimental part,supporting information,,4-methoxy-N-(4-methoxyphenyl)benzamide,52percent,52,,,"1,3,5-trichloro-2,4,6-triazine",,dimethyl sulfoxide; acetonitrile
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,,130,,,,,,,,,,,,,,,,PPA,,
345077,16,104,full reaction; has preparation; has multi-step,"4,4'-dimethoxybenzophenone oxime",4-methoxy-N-(4-methoxyphenyl)benzamide,,COC1=CC=C(C=C1)C(=NO)C1=CC=C(OC)C=C1>>COC1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,Preparation,,,,1,,,,,48,,,,,,,,,,,,,,,,,phosphoric acid; dicyclohexyl-carbodiimide,,dimethyl sulfoxide; benzene
